Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
303-87-4272,Giza,Naypyitaw,Normal,Male,Home and lifestyle,20.26,2,2.0260,42.5460,3/5/2019,4:18:00 PM,Ewallet,40.5200,4.761904762,2.0260,4.2
340-10-1208,Giza,Naypyitaw,Member,Male,Food and beverages,91.93,8,36.7720,772.2120,2/12/2019,8:31:00 PM,Ewallet,735.4400,4.761904762,36.7720,9.7
759-39-8483,Cairo,Mandalay,Normal,Female,Sports and travel,16.75,2,1.6750,35.1750,2/2/2019,10:06:00 AM,Ewallet,33.5000,4.761904762,1.6750,9.2
856-24-2556,Giza,Naypyitaw,Member,Male,Electronic accessories,42.42,6,12.7260,267.2460,2/24/2019,8:41:00 PM,Ewallet,254.5200,4.761904762,12.7260,6.0
481-53-3996,Giza,Naypyitaw,Member,Female,Sports and travel,95.96,5,23.9900,503.7900,1/12/2019,5:17:00 PM,Cash,479.8000,4.761904762,23.9900,8.1
235-99-1960,Giza,Naypyitaw,Member,Male,Sports and travel,81.99,3,12.2985,258.2685,1/15/2019,7:30:00 PM,Credit card,245.9700,4.761904762,12.2985,8.1
129-97-3140,Alex,Yangon,Normal,Female,Health and beauty,65.02,6,19.5060,409.6260,3/20/2019,4:28:00 PM,Ewallet,390.1200,4.761904762,19.5060,4.4
841-82-4669,Cairo,Mandalay,Normal,Male,Sports and travel,38.28,9,17.2260,361.7460,3/15/2019,8:46:00 PM,Ewallet,344.5200,4.761904762,17.2260,6.9
959-81-1894,Cairo,Mandalay,Member,Male,Food and beverages,70.87,7,24.8045,520.8945,1/20/2019,5:54:00 PM,Cash,496.0900,4.761904762,24.8045,9.2
438-45-1824,Alex,Yangon,Member,Female,Sports and travel,77.63,6,23.2890,489.0690,1/31/2019,1:05:00 PM,Cash,465.7800,4.761904762,23.2890,6.7
423-25-9148,Cairo,Mandalay,Member,Male,Sports and travel,50.33,8,20.1320,422.7720,2/27/2019,4:02:00 PM,Credit card,402.6400,4.761904762,20.1320,7.3
411-75-4389,Alex,Yangon,Normal,Female,Home and lifestyle,81.26,10,40.6300,853.2300,3/23/2019,10:52:00 AM,Ewallet,812.6000,4.761904762,40.6300,9.1
584-94-6952,Giza,Naypyitaw,Normal,Male,Health and beauty,60.41,10,30.2050,634.3050,3/18/2019,8:14:00 PM,Ewallet,604.1000,4.761904762,30.2050,6.0
634-57-2741,Cairo,Mandalay,Member,Male,Sports and travel,96.80,5,24.2000,508.2000,3/12/2019,12:52:00 PM,Credit card,484.0000,4.761904762,24.2000,8.5
292-25-7437,Giza,Naypyitaw,Member,Female,Electronic accessories,19.63,10,9.8150,206.1150,1/26/2019,3:06:00 PM,Cash,196.3000,4.761904762,9.8150,4.3
890-67-8493,Cairo,Mandalay,Member,Female,Health and beauty,85.37,10,42.6850,896.3850,1/16/2019,6:47:00 PM,Ewallet,853.7000,4.761904762,42.6850,7.3
899-32-3845,Giza,Naypyitaw,Member,Male,Sports and travel,85.49,8,34.1960,718.1160,3/7/2019,8:38:00 PM,Credit card,683.9200,4.761904762,34.1960,9.3
809-41-5482,Cairo,Mandalay,Normal,Female,Home and lifestyle,89.33,7,31.2655,656.5755,3/19/2019,5:51:00 PM,Ewallet,625.3100,4.761904762,31.2655,4.8
963-99-9975,Cairo,Mandalay,Normal,Male,Electronic accessories,73.00,9,32.8500,689.8500,2/8/2019,1:39:00 PM,Credit card,657.0000,4.761904762,32.8500,5.7
282-74-9888,Giza,Naypyitaw,Normal,Male,Home and lifestyle,92.91,3,13.9365,292.6665,3/25/2019,6:30:00 PM,Credit card,278.7300,4.761904762,13.9365,7.4
998-64-1209,Cairo,Mandalay,Member,Male,Sports and travel,73.91,9,33.2595,698.4495,2/6/2019,12:03:00 PM,Credit card,665.1900,4.761904762,33.2595,4.3
799-42-3399,Giza,Naypyitaw,Member,Female,Electronic accessories,77.52,3,11.6280,244.1880,2/6/2019,6:02:00 PM,Cash,232.5600,4.761904762,11.6280,8.9
860-92-7371,Alex,Yangon,Member,Female,Fashion accessories,65.45,9,29.4525,618.5025,1/29/2019,8:03:00 PM,Cash,589.0500,4.761904762,29.4525,6.3
113-42-4327,Cairo,Mandalay,Normal,Male,Fashion accessories,38.14,9,17.1630,360.4230,1/7/2019,8:23:00 PM,Credit card,343.2600,4.761904762,17.1630,7.3
559-32-2220,Cairo,Mandalay,Member,Male,Fashion accessories,27.68,4,5.5360,116.2560,2/7/2019,6:07:00 PM,Cash,110.7200,4.761904762,5.5360,4.2
698-42-1092,Giza,Naypyitaw,Normal,Female,Fashion accessories,60.09,3,9.0135,189.2835,1/21/2019,12:02:00 PM,Ewallet,180.2700,4.761904762,9.0135,9.6
408-72-6866,Cairo,Mandalay,Member,Female,Food and beverages,14.58,10,7.2900,153.0900,3/26/2019,1:11:00 PM,Credit card,145.8000,4.761904762,7.2900,4.4
513-21-6724,Cairo,Mandalay,Member,Male,Fashion accessories,24.34,9,10.9530,230.0130,3/10/2019,3:21:00 PM,Cash,219.0600,4.761904762,10.9530,5.8
109-24-6668,Cairo,Mandalay,Normal,Male,Fashion accessories,57.74,9,25.9830,545.6430,3/25/2019,7:58:00 PM,Credit card,519.6600,4.761904762,25.9830,5.5
915-24-7322,Alex,Yangon,Normal,Female,Health and beauty,71.43,6,21.4290,450.0090,2/18/2019,6:52:00 PM,Cash,428.5800,4.761904762,21.4290,7.1
767-34-6248,Cairo,Mandalay,Member,Male,Electronic accessories,50.10,1,2.5050,52.6050,2/7/2019,6:34:00 PM,Ewallet,50.1000,4.761904762,2.5050,7.8
534-23-4368,Alex,Yangon,Normal,Male,Fashion accessories,70.33,4,14.0660,295.3860,3/29/2019,8:09:00 PM,Ewallet,281.3200,4.761904762,14.0660,6.8
282-42-2154,Giza,Naypyitaw,Member,Female,Sports and travel,13.41,2,1.3410,28.1610,1/7/2019,4:28:00 PM,Credit card,26.8200,4.761904762,1.3410,6.4
106-92-2036,Giza,Naypyitaw,Member,Male,Home and lifestyle,11.52,2,1.1520,24.1920,3/10/2019,6:06:00 PM,Cash,23.0400,4.761904762,1.1520,8.7
490-60-1504,Giza,Naypyitaw,Normal,Male,Food and beverages,64.59,5,16.1475,339.0975,2/26/2019,1:08:00 PM,Credit card,322.9500,4.761904762,16.1475,6.3
793-92-7113,Cairo,Mandalay,Member,Male,Health and beauty,36.55,3,5.4825,115.1325,2/8/2019,10:00:00 AM,Credit card,109.6500,4.761904762,5.4825,7.6
315-54-4469,Cairo,Mandalay,Normal,Male,Electronic accessories,59.28,2,5.9280,124.4880,2/9/2019,12:14:00 PM,Credit card,118.5600,4.761904762,5.9280,9.0
971-80-8557,Alex,Yangon,Member,Female,Fashion accessories,20.32,10,10.1600,213.3600,1/7/2019,11:16:00 AM,Ewallet,203.2000,4.761904762,10.1600,5.2
231-95-4842,Cairo,Mandalay,Member,Female,Food and beverages,53.85,6,16.1550,339.2550,2/15/2019,11:57:00 AM,Ewallet,323.1000,4.761904762,16.1550,5.9
698-29-6971,Giza,Naypyitaw,Normal,Female,Electronic accessories,39.55,5,9.8875,207.6375,3/30/2019,10:20:00 AM,Ewallet,197.7500,4.761904762,9.8875,8.7
960-56-3200,Cairo,Mandalay,Normal,Female,Sports and travel,76.58,7,26.8030,562.8630,2/5/2019,5:22:00 PM,Cash,536.0600,4.761904762,26.8030,6.9
961-45-3293,Alex,Yangon,Member,Female,Fashion accessories,25.82,10,12.9100,271.1100,1/11/2019,8:04:00 PM,Credit card,258.2000,4.761904762,12.9100,4.5
692-61-4485,Alex,Yangon,Member,Female,Food and beverages,86.46,1,4.3230,90.7830,3/16/2019,6:30:00 PM,Credit card,86.4600,4.761904762,4.3230,8.7
237-69-9210,Giza,Naypyitaw,Member,Female,Home and lifestyle,45.32,10,22.6600,475.8600,2/7/2019,6:00:00 PM,Credit card,453.2000,4.761904762,22.6600,5.4
556-30-3935,Cairo,Mandalay,Member,Female,Home and lifestyle,71.57,9,32.2065,676.3365,1/18/2019,10:14:00 AM,Cash,644.1300,4.761904762,32.2065,5.4
311-76-6918,Giza,Naypyitaw,Normal,Female,Sports and travel,43.25,1,2.1625,45.4125,3/27/2019,10:02:00 AM,Credit card,43.2500,4.761904762,2.1625,5.9
692-79-3848,Cairo,Mandalay,Normal,Female,Home and lifestyle,97.16,5,24.2900,510.0900,2/3/2019,7:41:00 PM,Ewallet,485.8000,4.761904762,24.2900,7.1
515-55-6653,Giza,Naypyitaw,Normal,Female,Food and beverages,97.54,4,19.5080,409.6680,3/8/2019,10:32:00 AM,Ewallet,390.1600,4.761904762,19.5080,6.6
253-33-3578,Alex,Yangon,Normal,Male,Fashion accessories,16.94,5,4.2350,88.9350,1/28/2019,1:26:00 PM,Cash,84.7000,4.761904762,4.2350,8.3
704-30-7732,Giza,Naypyitaw,Member,Male,Health and beauty,70.77,8,28.3080,594.4680,1/27/2019,12:36:00 PM,Credit card,566.1600,4.761904762,28.3080,5.0
157-31-5231,Cairo,Mandalay,Member,Female,Food and beverages,56.14,10,28.0700,589.4700,1/19/2019,7:40:00 PM,Ewallet,561.4000,4.761904762,28.0700,9.3
321-67-8723,Cairo,Mandalay,Normal,Male,Electronic accessories,69.56,5,17.3900,365.1900,1/11/2019,4:38:00 PM,Ewallet,347.8000,4.761904762,17.3900,8.8
271-97-6614,Alex,Yangon,Normal,Male,Electronic accessories,66.09,9,29.7405,624.5505,2/3/2019,4:24:00 PM,Ewallet,594.8100,4.761904762,29.7405,4.7
529-29-2577,Alex,Yangon,Member,Female,Food and beverages,57.04,9,25.6680,539.0280,3/29/2019,7:02:00 PM,Credit card,513.3600,4.761904762,25.6680,7.0
652-10-8069,Alex,Yangon,Normal,Female,Health and beauty,18.39,3,2.7585,57.9285,3/19/2019,6:27:00 PM,Ewallet,55.1700,4.761904762,2.7585,9.6
703-99-2600,Giza,Naypyitaw,Normal,Male,Home and lifestyle,81.06,7,28.3710,595.7910,2/14/2019,5:49:00 PM,Ewallet,567.4200,4.761904762,28.3710,9.5
363-34-1089,Alex,Yangon,Member,Male,Food and beverages,35.49,9,15.9705,335.3805,2/22/2019,10:24:00 AM,Credit card,319.4100,4.761904762,15.9705,5.2
536-93-5155,Giza,Naypyitaw,Normal,Female,Food and beverages,46.80,2,4.6800,98.2800,1/20/2019,3:39:00 PM,Cash,93.6000,4.761904762,4.6800,10.0
902-81-8904,Giza,Naypyitaw,Member,Female,Food and beverages,77.95,7,27.2825,572.9325,3/12/2019,6:30:00 PM,Cash,545.6500,4.761904762,27.2825,9.9
975-94-2951,Cairo,Mandalay,Member,Female,Fashion accessories,40.99,7,14.3465,301.2765,1/18/2019,12:06:00 PM,Ewallet,286.9300,4.761904762,14.3465,7.1
800-16-3633,Giza,Naypyitaw,Normal,Male,Health and beauty,82.08,10,41.0400,861.8400,3/31/2019,12:30:00 PM,Credit card,820.8000,4.761904762,41.0400,6.6
723-14-7296,Alex,Yangon,Normal,Female,Fashion accessories,33.68,6,10.1040,212.1840,1/11/2019,7:03:00 PM,Ewallet,202.0800,4.761904762,10.1040,7.8
299-14-9364,Giza,Naypyitaw,Member,Male,Fashion accessories,10.96,9,4.9320,103.5720,2/6/2019,10:23:00 AM,Ewallet,98.6400,4.761904762,4.9320,7.9
461-95-7474,Alex,Yangon,Normal,Male,Food and beverages,17.82,5,4.4550,93.5550,2/21/2019,10:47:00 AM,Credit card,89.1000,4.761904762,4.4550,4.4
456-54-5530,Alex,Yangon,Member,Male,Sports and travel,59.46,9,26.7570,561.8970,3/16/2019,4:36:00 PM,Ewallet,535.1400,4.761904762,26.7570,5.6
615-47-6570,Giza,Naypyitaw,Member,Female,Food and beverages,55.56,9,25.0020,525.0420,1/10/2019,7:16:00 PM,Credit card,500.0400,4.761904762,25.0020,6.7
894-68-8548,Giza,Naypyitaw,Member,Female,Health and beauty,60.69,4,12.1380,254.8980,2/13/2019,2:04:00 PM,Cash,242.7600,4.761904762,12.1380,7.8
522-55-9462,Alex,Yangon,Member,Female,Electronic accessories,70.92,4,14.1840,297.8640,2/10/2019,2:05:00 PM,Cash,283.6800,4.761904762,14.1840,8.0
421-55-4580,Giza,Naypyitaw,Normal,Male,Fashion accessories,16.84,3,2.5260,53.0460,3/2/2019,8:59:00 PM,Ewallet,50.5200,4.761904762,2.5260,7.0
311-39-4322,Alex,Yangon,Member,Female,Electronic accessories,31.14,4,6.2280,130.7880,2/3/2019,11:07:00 AM,Ewallet,124.5600,4.761904762,6.2280,8.1
143-71-7081,Cairo,Mandalay,Normal,Female,Food and beverages,54.34,1,2.7170,57.0570,3/11/2019,2:31:00 PM,Ewallet,54.3400,4.761904762,2.7170,9.9
231-16-9613,Cairo,Mandalay,Normal,Female,Food and beverages,35.22,4,7.0440,147.9240,3/15/2019,10:32:00 AM,Cash,140.8800,4.761904762,7.0440,6.4
815-76-8537,Cairo,Mandalay,Normal,Male,Health and beauty,79.83,8,31.9320,670.5720,1/16/2019,8:13:00 PM,Cash,638.6400,4.761904762,31.9320,7.5
661-43-4885,Giza,Naypyitaw,Normal,Female,Food and beverages,42.54,5,10.6350,223.3350,1/24/2019,3:23:00 PM,Ewallet,212.7000,4.761904762,10.6350,7.0
974-61-5581,Alex,Yangon,Normal,Male,Food and beverages,47.72,6,14.3160,300.6360,2/16/2019,12:36:00 PM,Credit card,286.3200,4.761904762,14.3160,5.4
542-58-4212,Alex,Yangon,Member,Male,Sports and travel,74.87,4,14.9740,314.4540,3/13/2019,10:11:00 AM,Cash,299.4800,4.761904762,14.9740,7.0
407-42-1781,Cairo,Mandalay,Normal,Male,Fashion accessories,56.53,6,16.9590,356.1390,3/4/2019,12:03:00 PM,Ewallet,339.1800,4.761904762,16.9590,8.9
862-52-5256,Giza,Naypyitaw,Normal,Female,Food and beverages,85.51,2,8.5510,179.5710,2/27/2019,6:59:00 PM,Cash,171.0200,4.761904762,8.5510,6.1
690-83-9821,Giza,Naypyitaw,Member,Female,Home and lifestyle,20.91,10,10.4550,219.5550,1/26/2019,3:43:00 PM,Credit card,209.1000,4.761904762,10.4550,6.9
728-46-8598,Cairo,Mandalay,Member,Male,Fashion accessories,50.22,2,5.0220,105.4620,2/18/2019,3:26:00 PM,Credit card,100.4400,4.761904762,5.0220,7.7
265-53-4739,Giza,Naypyitaw,Normal,Female,Fashion accessories,86.40,2,8.6400,181.4400,1/11/2019,2:45:00 PM,Cash,172.8000,4.761904762,8.6400,7.6
865-85-9535,Giza,Naypyitaw,Normal,Female,Electronic accessories,34.41,8,13.7640,289.0440,2/16/2019,12:54:00 PM,Ewallet,275.2800,4.761904762,13.7640,4.8
270-60-2687,Alex,Yangon,Member,Male,Sports and travel,69.58,2,6.9580,146.1180,1/27/2019,6:03:00 PM,Ewallet,139.1600,4.761904762,6.9580,8.6
368-89-3544,Cairo,Mandalay,Member,Female,Home and lifestyle,78.85,2,7.8850,165.5850,1/14/2019,1:15:00 PM,Credit card,157.7000,4.761904762,7.8850,5.7
129-14-6846,Cairo,Mandalay,Normal,Female,Sports and travel,21.38,9,9.6210,202.0410,1/22/2019,6:59:00 PM,Cash,192.4200,4.761904762,9.6210,7.3
705-86-8480,Alex,Yangon,Normal,Female,Home and lifestyle,97.26,9,43.7670,919.1070,1/23/2019,5:34:00 PM,Ewallet,875.3400,4.761904762,43.7670,8.8
259-48-1172,Giza,Naypyitaw,Member,Male,Home and lifestyle,37.71,7,13.1985,277.1685,2/3/2019,2:30:00 PM,Credit card,263.9700,4.761904762,13.1985,4.0
109-65-5799,Giza,Naypyitaw,Member,Male,Food and beverages,95.23,8,38.0920,799.9320,2/8/2019,3:12:00 PM,Cash,761.8400,4.761904762,38.0920,9.3
499-58-4614,Giza,Naypyitaw,Normal,Male,Sports and travel,45.53,3,6.8295,143.4195,3/24/2019,8:15:00 PM,Credit card,136.5900,4.761904762,6.8295,8.6
764-78-5404,Cairo,Mandalay,Normal,Male,Health and beauty,82.68,5,20.6700,434.0700,2/6/2019,12:08:00 PM,Cash,413.4000,4.761904762,20.6700,4.7
737-72-4076,Giza,Naypyitaw,Normal,Male,Electronic accessories,65.60,5,16.4000,344.4000,3/31/2019,10:34:00 AM,Ewallet,328.0000,4.761904762,16.4000,5.1
844-11-4814,Alex,Yangon,Member,Male,Health and beauty,35.39,3,5.3085,111.4785,2/26/2019,5:13:00 PM,Cash,106.1700,4.761904762,5.3085,6.5
910-14-6410,Giza,Naypyitaw,Member,Male,Health and beauty,99.82,8,39.9280,838.4880,3/31/2019,2:49:00 PM,Cash,798.5600,4.761904762,39.9280,4.4
948-11-2998,Giza,Naypyitaw,Member,Female,Sports and travel,26.34,5,6.5850,138.2850,2/18/2019,1:47:00 PM,Ewallet,131.7000,4.761904762,6.5850,5.2
313-70-7375,Cairo,Mandalay,Normal,Female,Electronic accessories,79.39,9,35.7255,750.2355,3/27/2019,8:46:00 PM,Ewallet,714.5100,4.761904762,35.7255,8.5
753-48-4255,Cairo,Mandalay,Normal,Male,Fashion accessories,56.88,5,14.2200,298.6200,3/3/2019,1:07:00 PM,Ewallet,284.4000,4.761904762,14.2200,7.8
222-60-4982,Giza,Naypyitaw,Member,Male,Food and beverages,11.36,5,2.8400,59.6400,3/16/2019,5:44:00 PM,Credit card,56.8000,4.761904762,2.8400,4.9
802-89-6544,Alex,Yangon,Member,Male,Home and lifestyle,32.39,8,12.9560,272.0760,1/12/2019,8:09:00 PM,Credit card,259.1200,4.761904762,12.9560,7.2
671-92-6690,Alex,Yangon,Normal,Male,Health and beauty,21.32,4,4.2640,89.5440,2/10/2019,4:22:00 PM,Credit card,85.2800,4.761904762,4.2640,4.8
401-79-9029,Alex,Yangon,Member,Male,Food and beverages,53.68,8,21.4720,450.9120,3/13/2019,3:20:00 PM,Credit card,429.4400,4.761904762,21.4720,6.8
170-77-3539,Cairo,Mandalay,Normal,Female,Home and lifestyle,92.30,9,41.5350,872.2350,1/21/2019,6:23:00 PM,Cash,830.7000,4.761904762,41.5350,4.0
734-56-4912,Cairo,Mandalay,Normal,Male,Fashion accessories,55.54,3,8.3310,174.9510,1/3/2019,6:52:00 PM,Cash,166.6200,4.761904762,8.3310,5.1
727-46-6285,Cairo,Mandalay,Normal,Female,Health and beauty,54.78,9,24.6510,517.6710,1/20/2019,11:33:00 AM,Credit card,493.0200,4.761904762,24.6510,4.4
209-72-4139,Alex,Yangon,Member,Male,Food and beverages,26.08,1,1.3040,27.3840,1/26/2019,8:53:00 PM,Cash,26.0800,4.761904762,1.3040,7.9
150-56-4616,Cairo,Mandalay,Member,Male,Electronic accessories,66.16,10,33.0800,694.6800,2/2/2019,8:31:00 PM,Ewallet,661.6000,4.761904762,33.0800,6.8
941-57-1955,Cairo,Mandalay,Normal,Male,Fashion accessories,15.46,9,6.9570,146.0970,2/23/2019,11:53:00 AM,Cash,139.1400,4.761904762,6.9570,4.5
842-39-9710,Alex,Yangon,Normal,Male,Electronic accessories,96.45,2,9.6450,202.5450,1/13/2019,6:42:00 PM,Ewallet,192.9000,4.761904762,9.6450,7.4
864-23-6864,Alex,Yangon,Normal,Female,Health and beauty,60.26,9,27.1170,569.4570,2/23/2019,12:50:00 PM,Ewallet,542.3400,4.761904762,27.1170,7.3
714-66-6772,Cairo,Mandalay,Normal,Female,Home and lifestyle,40.38,3,6.0570,127.1970,3/10/2019,4:48:00 PM,Credit card,121.1400,4.761904762,6.0570,6.6
658-37-7145,Cairo,Mandalay,Normal,Female,Sports and travel,39.11,4,7.8220,164.2620,3/14/2019,5:25:00 PM,Ewallet,156.4400,4.761904762,7.8220,8.4
409-10-5920,Giza,Naypyitaw,Member,Male,Home and lifestyle,63.62,9,28.6290,601.2090,1/18/2019,10:49:00 AM,Credit card,572.5800,4.761904762,28.6290,8.9
258-22-1618,Cairo,Mandalay,Normal,Female,Electronic accessories,56.01,10,28.0050,588.1050,3/15/2019,12:16:00 PM,Cash,560.1000,4.761904762,28.0050,9.3
684-61-4562,Alex,Yangon,Member,Female,Sports and travel,30.97,5,7.7425,162.5925,1/12/2019,12:31:00 PM,Credit card,154.8500,4.761904762,7.7425,8.2
848-83-7251,Alex,Yangon,Member,Male,Home and lifestyle,63.57,5,15.8925,333.7425,1/5/2019,3:56:00 PM,Cash,317.8500,4.761904762,15.8925,6.5
969-87-1187,Alex,Yangon,Normal,Male,Home and lifestyle,88.28,4,17.6560,370.7760,3/25/2019,6:02:00 PM,Cash,353.1200,4.761904762,17.6560,7.2
151-96-7436,Alex,Yangon,Normal,Male,Electronic accessories,39.41,4,7.8820,165.5220,1/20/2019,4:18:00 PM,Cash,157.6400,4.761904762,7.8820,4.9
661-61-5301,Giza,Naypyitaw,Member,Female,Food and beverages,17.43,10,8.7150,183.0150,1/7/2019,4:49:00 PM,Credit card,174.3000,4.761904762,8.7150,4.8
504-93-4212,Alex,Yangon,Member,Male,Health and beauty,53.28,4,10.6560,223.7760,3/4/2019,2:49:00 PM,Cash,213.1200,4.761904762,10.6560,5.9
474-54-4120,Cairo,Mandalay,Normal,Female,Food and beverages,18.06,7,6.3210,132.7410,2/24/2019,8:01:00 PM,Cash,126.4200,4.761904762,6.3210,5.0
249-66-1735,Giza,Naypyitaw,Member,Male,Fashion accessories,65.46,8,26.1840,549.8640,3/21/2019,3:09:00 PM,Credit card,523.6800,4.761904762,26.1840,9.1
251-46-1225,Alex,Yangon,Normal,Male,Home and lifestyle,76.56,4,15.3120,321.5520,3/21/2019,5:30:00 PM,Ewallet,306.2400,4.761904762,15.3120,6.0
635-43-9991,Cairo,Mandalay,Normal,Male,Fashion accessories,58.42,4,11.6840,245.3640,3/11/2019,8:01:00 PM,Cash,233.6800,4.761904762,11.6840,7.5
161-46-4288,Cairo,Mandalay,Normal,Male,Sports and travel,57.41,5,14.3525,301.4025,1/22/2019,8:00:00 PM,Ewallet,287.0500,4.761904762,14.3525,6.3
119-47-7332,Giza,Naypyitaw,Member,Female,Food and beverages,69.67,6,20.9010,438.9210,1/14/2019,11:57:00 AM,Cash,418.0200,4.761904762,20.9010,6.9
612-68-1352,Cairo,Mandalay,Member,Male,Food and beverages,57.84,3,8.6760,182.1960,1/26/2019,2:21:00 PM,Cash,173.5200,4.761904762,8.6760,6.4
740-48-4869,Alex,Yangon,Normal,Male,Fashion accessories,11.65,6,3.4950,73.3950,2/15/2019,2:56:00 PM,Cash,69.9000,4.761904762,3.4950,9.3
255-53-7436,Alex,Yangon,Member,Male,Fashion accessories,94.97,5,23.7425,498.5925,1/29/2019,4:33:00 PM,Credit card,474.8500,4.761904762,23.7425,7.7
686-29-7987,Cairo,Mandalay,Normal,Female,Sports and travel,71.79,7,25.1265,527.6565,1/31/2019,6:08:00 PM,Ewallet,502.5300,4.761904762,25.1265,7.9
416-98-9582,Cairo,Mandalay,Member,Female,Electronic accessories,58.72,4,11.7440,246.6240,1/18/2019,8:59:00 PM,Credit card,234.8800,4.761904762,11.7440,9.5
288-50-3384,Giza,Naypyitaw,Member,Female,Sports and travel,16.10,9,7.2450,152.1450,1/16/2019,4:19:00 PM,Cash,144.9000,4.761904762,7.2450,8.5
897-34-2749,Cairo,Mandalay,Member,Male,Health and beauty,93.99,5,23.4975,493.4475,1/20/2019,7:39:00 PM,Cash,469.9500,4.761904762,23.4975,7.6
803-13-6886,Cairo,Mandalay,Member,Female,Electronic accessories,30.78,4,6.1560,129.2760,1/30/2019,6:54:00 PM,Credit card,123.1200,4.761904762,6.1560,6.8
585-27-3683,Cairo,Mandalay,Member,Male,Health and beauty,43.66,7,15.2810,320.9010,3/4/2019,4:48:00 PM,Ewallet,305.6200,4.761904762,15.2810,9.6
167-32-8197,Giza,Naypyitaw,Normal,Female,Sports and travel,30.03,4,6.0060,126.1260,1/27/2019,1:27:00 PM,Cash,120.1200,4.761904762,6.0060,8.7
503-88-9784,Cairo,Mandalay,Member,Male,Sports and travel,76.18,7,26.6630,559.9230,2/10/2019,5:52:00 PM,Ewallet,533.2600,4.761904762,26.6630,9.3
671-59-9456,Alex,Yangon,Member,Male,Home and lifestyle,56.68,7,19.8380,416.5980,1/6/2019,5:25:00 PM,Cash,396.7600,4.761904762,19.8380,8.6
727-16-9470,Giza,Naypyitaw,Member,Female,Fashion accessories,51.52,7,18.0320,378.6720,2/7/2019,5:05:00 PM,Credit card,360.6400,4.761904762,18.0320,7.0
502-62-6299,Alex,Yangon,Normal,Male,Electronic accessories,80.09,9,36.0405,756.8505,1/18/2019,5:37:00 PM,Credit card,720.8100,4.761904762,36.0405,9.4
764-30-3024,Giza,Naypyitaw,Member,Male,Fashion accessories,18.12,6,5.4360,114.1560,3/30/2019,5:40:00 PM,Cash,108.7200,4.761904762,5.4360,4.5
263-58-7235,Cairo,Mandalay,Member,Male,Home and lifestyle,44.57,9,20.0565,421.1865,3/20/2019,7:55:00 PM,Credit card,401.1300,4.761904762,20.0565,9.2
529-49-6071,Alex,Yangon,Normal,Female,Fashion accessories,88.19,3,13.2285,277.7985,1/7/2019,12:07:00 PM,Ewallet,264.5700,4.761904762,13.2285,9.8
569-73-9169,Alex,Yangon,Member,Female,Electronic accessories,66.03,5,16.5075,346.6575,1/2/2019,1:37:00 PM,Credit card,330.1500,4.761904762,16.5075,6.9
106-41-9967,Giza,Naypyitaw,Normal,Male,Health and beauty,49.77,10,24.8850,522.5850,3/18/2019,12:09:00 PM,Ewallet,497.7000,4.761904762,24.8850,7.9
691-87-5889,Alex,Yangon,Normal,Male,Health and beauty,23.08,1,1.1540,24.2340,3/27/2019,11:26:00 AM,Ewallet,23.0800,4.761904762,1.1540,5.0
906-81-3906,Giza,Naypyitaw,Normal,Female,Health and beauty,65.00,10,32.5000,682.5000,3/15/2019,11:49:00 AM,Cash,650.0000,4.761904762,32.5000,5.9
166-47-8713,Giza,Naypyitaw,Member,Male,Fashion accessories,83.82,7,29.3370,616.0770,3/12/2019,2:21:00 PM,Credit card,586.7400,4.761904762,29.3370,6.5
211-83-9666,Alex,Yangon,Member,Female,Fashion accessories,72.62,10,36.3100,762.5100,1/8/2019,7:59:00 PM,Credit card,726.2000,4.761904762,36.3100,5.7
688-89-6797,Cairo,Mandalay,Member,Female,Food and beverages,86.30,5,21.5750,453.0750,3/9/2019,8:31:00 PM,Cash,431.5000,4.761904762,21.5750,8.8
101-25-1392,Cairo,Mandalay,Normal,Male,Fashion accessories,30.94,5,7.7350,162.4350,1/25/2019,1:51:00 PM,Credit card,154.7000,4.761904762,7.7350,10.0
925-91-4478,Giza,Naypyitaw,Member,Male,Fashion accessories,14.09,6,4.2270,88.7670,3/13/2019,2:16:00 PM,Ewallet,84.5400,4.761904762,4.2270,5.8
802-52-6592,Cairo,Mandalay,Normal,Male,Electronic accessories,59.50,1,2.9750,62.4750,1/15/2019,1:21:00 PM,Cash,59.5000,4.761904762,2.9750,9.5
239-71-3545,Giza,Naypyitaw,Normal,Female,Sports and travel,92.45,1,4.6225,97.0725,3/24/2019,4:59:00 PM,Credit card,92.4500,4.761904762,4.6225,4.3
648-12-4412,Cairo,Mandalay,Normal,Female,Health and beauty,36.94,6,11.0820,232.7220,3/13/2019,12:17:00 PM,Ewallet,221.6400,4.761904762,11.0820,6.0
720-59-4070,Giza,Naypyitaw,Member,Female,Fashion accessories,66.39,3,9.9585,209.1285,3/15/2019,3:45:00 PM,Ewallet,199.1700,4.761904762,9.9585,5.6
562-48-4541,Alex,Yangon,Normal,Male,Health and beauty,54.73,4,10.9460,229.8660,2/17/2019,3:50:00 PM,Ewallet,218.9200,4.761904762,10.9460,8.7
612-29-4116,Alex,Yangon,Normal,Female,Fashion accessories,49.94,1,2.4970,52.4370,3/3/2019,6:19:00 PM,Cash,49.9400,4.761904762,2.4970,4.9
